iter	RMSE
610	13.04400143
611	13.04378882
612	13.04363089
613	13.04337533
614	13.04316424
615	13.04296234
616	13.04257081
617	13.04239906
618	13.04216342
619	13.04204227
620	13.041824
621	13.04164202
622	13.04147026
623	13.04124329
624	13.04103166
625	13.04087165
626	13.04071113
627	13.0406099
628	13.0403773
629	13.04017791
630	13.03996115
631	13.0397684
632	13.03955981
633	13.03931082
634	13.03915284
635	13.03900916
636	13.0388026
637	13.03857559
638	13.03837924
639	13.03813688
640	13.03790014
641	13.03761839
642	13.03744914
643	13.03723846
644	13.03708556
645	13.03685954
646	13.03664681
647	13.03647703
648	13.03615485
649	13.03593035
650	13.03574624
651	13.03548337
652	13.03533557
653	13.0351939
654	13.03502512
655	13.03474383
656	13.03446406
657	13.03436381
658	13.03406204
659	13.03388507
660	13.03373162
661	13.0335884
662	13.03326667
663	13.03305592
664	13.03289121
665	13.03268506
666	13.03250347
667	13.0323101
668	13.03207888
669	13.03191211
670	13.03169419
671	13.03150132
672	13.03130948
673	13.03112377
674	13.03090378
675	13.03062598
676	13.03051342
677	13.0302837
678	13.03006012
679	13.0299276
680	13.0296815
681	13.02951419
682	13.02933306
683	13.02911867
684	13.02891809
685	13.02879938
686	13.02866737
687	13.02850669
688	13.02834807
689	13.0281311
690	13.0279694
691	13.02777955
692	13.0276158
693	13.02739473
694	13.0271583
695	13.02697509
696	13.02681644
697	13.02659741
698	13.02648328
699	13.0262581
700	13.02606259
701	13.02591417
702	13.0257898
703	13.02553902
704	13.025365
705	13.02513416
706	13.02496168
707	13.02473954
708	13.02457063
709	13.02429883
710	13.02415192
711	13.02397072
712	13.02383098
713	13.02367536
714	13.02346498
715	13.02332932
716	13.02313941
717	13.02295768
718	13.0228169
719	13.0226623
720	13.02254046
721	13.02237408
722	13.02224302
723	13.02211248
724	13.02188722
725	13.02171827
726	13.02150171
727	13.02122524
728	13.02113308
729	13.02097283
730	13.02074652
731	13.02047362
732	13.02035227
733	13.02024475
734	13.02006861
735	13.0199278
736	13.01973681
737	13.01955145
738	13.01941576
739	13.0191966
740	13.01895746
741	13.01882483
742	13.01858262
743	13.01846996
744	13.01821083
745	13.01802955
746	13.0178078
747	13.01757171
748	13.01745136
749	13.01729311
750	13.01710977
751	13.0169551
752	13.01673333
753	13.01650747
754	13.01638711
755	13.01628672
756	13.01615663
757	13.01596097
758	13.01574995
759	13.01553687
760	13.01542367
761	13.01528691
762	13.01517986
763	13.01504924
764	13.01487405
765	13.01460154
766	13.01447451
767	13.01425475
768	13.01404472
769	13.01388592
770	13.01369842
771	13.01359341
772	13.01336339
773	13.01322456
774	13.01298275
775	13.01272557
776	13.01257136
777	13.01233312
778	13.01212511
779	13.01181719
780	13.01168962
781	13.01149082
782	13.0113699
783	13.01126486
784	13.01101175
785	13.0108401
786	13.01074428
787	13.01060337
788	13.01047834
789	13.01021496
790	13.00997617
791	13.00982142
792	13.00970151
793	13.00956007
794	13.00929719
795	13.00904865
796	13.0087878
797	13.00865046
798	13.00847877
799	13.00834348
800	13.00822253
801	13.00810209
802	13.00779817
803	13.00759419
804	13.00730769
805	13.00714778
806	13.0069771
807	13.00680642
808	13.00658192
809	13.00641124
810	13.00627848
811	13.00613086
812	13.00599144
813	13.00582536
814	13.00565621
815	13.00544655
816	13.00529841
817	13.00510361
818	13.00487857
819	13.00467916
820	13.00456638
821	13.00441976
822	13.00426443
823	13.00405937
824	13.00391633
825	13.00363026
826	13.00348107
827	13.00332727
828	13.00310117
829	13.00291557
830	13.00268793
831	13.00249361
832	13.00234184
833	13.00213675
834	13.0019901
835	13.00181526
836	13.0017004
837	13.00159375
838	13.00137582
839	13.0012502
840	13.00105483
841	13.00093433
842	13.0007851
843	13.00059999
844	13.0004323
845	13.00028718
846	13.00009333
847	12.99991179
848	12.99974205
849	12.99947743
850	12.99925588
851	12.99911689
852	12.99897893
853	12.99886918
854	12.99870199
855	12.99856761
856	12.99833528
857	12.9980896
858	12.99781777
859	12.9976167
860	12.99748232
861	12.99731049
862	12.99715353
863	12.99691092
864	12.99675344
865	12.99653697
866	12.99632307
867	12.99619021
868	12.99600503
869	12.99585934
870	12.99571263
871	12.99557925
872	12.99543202
873	12.99522784
874	12.995096
875	12.99490413
876	12.99477895
877	12.9946194
878	12.99449063
879	12.99431312
880	12.9941946
881	12.99400323
882	12.99386317
883	12.99374465
884	12.99362972
885	12.99343167
886	12.99326338
887	12.99311715
888	12.99295707
889	12.9927
890	12.99258045
891	12.99239675
892	12.99225616
893	12.99207399
894	12.99195546
895	12.99183128
896	12.99161473
897	12.99147002
898	12.99125757
899	12.99115597
900	12.9910015
901	12.99077878
902	12.99062944
903	12.99048626
904	12.99035848
905	12.99012856
906	12.98998332
907	12.98981447
908	12.98967179
909	12.98953168
910	12.98940337
911	12.98919551
912	12.98904513
913	12.98888499
914	12.98879107
915	12.9885524
916	12.98843126
917	12.98834606
918	12.98816436
919	12.98790206
920	12.98774756
921	12.98764028
922	12.98751452
923	12.98726196
924	12.98710027
925	12.98692111
926	12.98669011
927	12.98656742
928	12.9864206
929	12.98619523
930	12.98600067
931	12.98583382
932	12.98571882
933	12.98552682
934	12.98530451
935	12.98517052
936	12.98505757
937	12.98491894
938	12.98467815
939	12.98455082
940	12.98445224
941	12.98426381
942	12.98403789
943	12.98384483
944	12.98363688
945	12.98351416
946	12.98323534
947	12.98296011
948	12.98281171
949	12.98265715
950	12.98245996
951	12.9823131
952	12.98209485
953	12.98195003
954	12.9818196
955	12.98170199
956	12.98157258
957	12.98140465
958	12.98121463
959	12.9810657
960	12.9809332
961	12.98079659
962	12.98070363
963	12.98058756
964	12.98043451
965	12.98026605
966	12.98014689
967	12.98000514
968	12.97985311
969	12.97970005
970	12.97954904
971	12.97937543
972	12.97917922
973	12.97905081
974	12.97881351
975	12.97855667
976	12.97839384
977	12.97821662
978	12.97811645
979	12.9780245
980	12.97784677
981	12.97771423
982	12.97762433
983	12.97750104
984	12.97738083
985	12.97721285
986	12.97705154
987	12.9768892
988	12.97674484
989	12.97664055
990	12.97653883
991	12.97644276
992	12.97623726
993	12.97603997
994	12.97572451
995	12.97553544
996	12.97534585
997	12.97514085
998	12.97497232
999	12.97478324
1000	12.97457411
1001	12.97441277
1002	12.9742134
1003	12.97406439
1004	12.97392308
1005	12.97383058
1006	12.97367951
1007	12.97359061
1008	12.97348578
1009	12.97336811
1010	12.97322114
1011	12.97302226
1012	12.97279872
1013	12.97268926
1014	12.97248473
1015	12.97232593
1016	12.97216867
1017	12.97202683
1018	12.97181098
1019	12.97170613
1020	12.97155658
1021	12.9714615
1022	12.9712297
1023	12.97106472
1024	12.97092955
1025	12.97078307
1026	12.97059392
1027	12.97045463
1028	12.97035594
1029	12.97018838
1030	12.96997301
1031	12.96983423
1032	12.96960652
1033	12.96945951
1034	12.96930839
1035	12.96912744
1036	12.96887299
1037	12.96869359
1038	12.96854399
1039	12.96841908
1040	12.96820574
1041	12.96808853
1042	12.96794612
1043	12.96776002
1044	12.96758523
1045	12.96742431
1046	12.96722021
1047	12.96711173
1048	12.96687935
1049	12.96676727
1050	12.96665364
1051	12.96646187
1052	12.96630916
1053	12.96614618
1054	12.9659873
1055	12.96573124
1056	12.96565206
1057	12.96548238
1058	12.96532041
1059	12.9651389
1060	12.96497178
1061	12.96482112
1062	12.96468228
1063	12.96452802
1064	12.96440254
1065	12.964184
1066	12.96398138
1067	12.96386928
1068	12.96367592
1069	12.96356535
1070	12.96346559
1071	12.96324805
1072	12.96314314
1073	12.96300377
1074	12.96286902
1075	12.96271165
1076	12.96255479
1077	12.9623501
1078	12.96222872
1079	12.96212431
1080	12.9620019
1081	12.96187281
1082	12.96175451
1083	12.9616033
1084	12.96150351
1085	12.9613667
1086	12.96120056
1087	12.96110129
1088	12.96094955
1089	12.96083434
1090	12.960715
1091	12.9605756
1092	12.96041975
1093	12.96019959
1094	12.95999228
1095	12.95978549
1096	12.95964146
1097	12.95949639
1098	12.95931685
1099	12.9590725
1100	12.95893411
1101	12.95873399
1102	12.95864705
1103	12.95848859
1104	12.95838364
1105	12.95818403
1106	12.95799058
1107	12.95786762
1108	12.95775752
1109	12.95756253
1110	12.95743596
1111	12.95730322
1112	12.95708146
1113	12.95695952
1114	12.95678098
1115	12.9566508
1116	12.95649181
1117	12.95634619
1118	12.95617999
1119	12.95592992
1120	12.95571483
1121	12.9555373
1122	12.95530213
1123	12.95515033
1124	12.95498823
1125	12.95476026
1126	12.95455904
1127	12.95445406
1128	12.9542971
1129	12.95410874
1130	12.95397391
1131	12.95382466
1132	12.95362395
1133	12.95351793
1134	12.95330743
1135	12.95320346
1136	12.95302899
1137	12.95292296
1138	12.95281231
1139	12.95270062
1140	12.95253798
1141	12.95239129
1142	12.9522693
1143	12.9520943
1144	12.95190539
1145	12.95180142
1146	12.9516856
1147	12.9515178
1148	12.95141176
1149	12.95131396
1150	12.95120072
1151	12.95109982
1152	12.95100202
1153	12.95089752
1154	12.95069265
1155	12.95056961
1156	12.95031016
1157	12.9501408
1158	12.94998018
1159	12.94988803
1160	12.9497444
1161	12.9495462
1162	12.94941028
1163	12.94915905
1164	12.94907822
1165	12.94890626
1166	12.94878836
1167	12.94858963
1168	12.9483013
1169	12.94813758
1170	12.94797281
1171	12.94787035
1172	12.94777252
1173	12.9475264
1174	12.94733229
1175	12.94715104
1176	12.9470012
1177	12.94683642
1178	12.94666444
1179	12.9464425
1180	12.94623806
1181	12.94600427
1182	12.94584618
1183	12.94563968
1184	12.94553874
1185	12.94531267
1186	12.94516898
1187	12.94497637
1188	12.94474874
1189	12.94465038
1190	12.94450463
1191	12.94431716
1192	12.94409415
1193	12.94391492
1194	12.94370993
1195	12.94358734
1196	12.94338802
1197	12.94329015
1198	12.94318611
1199	12.94304858
1200	12.94293321
1201	12.94274263
1202	12.94266279
1203	12.94253556
1204	12.94226976
1205	12.94207814
1206	12.94192618
1207	12.94183861
1208	12.9416918
1209	12.94153417
1210	12.94134254
1211	12.9412189
1212	12.9410762
1213	12.94093041
1214	12.94080471
1215	12.94066407
1216	12.94047088
1217	12.94033281
1218	12.94020608
1219	12.94005667
1220	12.93990881
1221	12.93979443
1222	12.93964451
1223	12.9395054
1224	12.93934671
1225	12.93928437
1226	12.93912001
1227	12.93894432
1228	12.9387815
1229	12.93866299
1230	12.938545
1231	12.93825233
1232	12.93809517
1233	12.9379916
1234	12.93781177
1235	12.9376814
1236	12.93751651
1237	12.93728514
1238	12.93709447
1239	12.93696719
1240	12.93684506
1241	12.93669922
1242	12.93658533
1243	12.93638899
1244	12.93622047
1245	12.93607823
1246	12.93592362
1247	12.9358257
1248	12.93572109
1249	12.93555668
1250	12.93540671
1251	12.93530002
1252	12.93515211
1253	12.93496553
1254	12.9348506
1255	12.93474494
1256	12.93459547
1257	12.93450785
1258	12.93440477
1259	12.93422952
1260	12.93399139
1261	12.93383934
1262	12.93369656
1263	12.93351254
1264	12.93329759
1265	12.93317904
1266	12.93297439
1267	12.93283676
1268	12.93272181
1269	12.93261149
1270	12.93249757
1271	12.93239344
1272	12.93224961
1273	12.93205526
1274	12.93191659
1275	12.93170574
1276	12.93152788
1277	12.93139693
1278	12.93123505
1279	12.93112473
1280	12.93093449
1281	12.93083756
1282	12.93065453
1283	12.93047924
1284	12.93032508
1285	12.93016319
1286	12.92994045
1287	12.92976257
1288	12.92962232
1289	12.92940576
1290	12.92922014
1291	12.92908917
1292	12.92890302
1293	12.92876689
1294	12.92866943
1295	12.92854155
1296	12.92839356
1297	12.92829713
1298	12.92818162
1299	12.92806044
1300	12.92784591
1301	12.92761025
1302	12.9274019
1303	12.92724565
1304	12.92705741
1305	12.92689857
1306	12.9266928
1307	12.92649888
1308	12.9263292
1309	12.92625597
1310	12.92606101
1311	12.92586606
1312	12.92577528
1313	12.92559631
1314	12.92544158
1315	12.92532037
1316	12.92524764
1317	12.92509239
1318	12.92497015
1319	12.92483862
1320	12.92460651
1321	12.92443732
1322	12.92428825
1323	12.92416445
1324	12.9240716
1325	12.92393284
1326	12.92378118
1327	12.92358309
1328	12.92343092
1329	12.92338552
1330	12.9232416
1331	12.92315648
1332	12.92294806
1333	12.92283405
1334	12.92267361
1335	12.92255083
1336	12.92242495
1337	12.92233519
1338	12.92221756
1339	12.92207259
1340	12.92197972
1341	12.92185487
1342	12.92172331
1343	12.92150507
1344	12.92135132
1345	12.92118003
1346	12.9210789
1347	12.92098758
1348	12.9208849
1349	12.9207621
1350	12.92058255
1351	12.92048245
1352	12.9203292
1353	12.92014241
1354	12.92003664
1355	12.91985862
1356	12.919726
1357	12.91961971
1358	12.91941278
1359	12.9192136
1360	12.91908098
1361	12.91890759
1362	12.918744
1363	12.91861964
1364	12.91851643
1365	12.91837348
1366	12.91822537
1367	12.91813248
1368	12.91796785
1369	12.91772942
1370	12.91755188
1371	12.91745228
1372	12.91735835
1373	12.91725564
1374	12.91708326
1375	12.91695785
1376	12.91687217
1377	12.91676172
1378	12.91659862
1379	12.91636688
1380	12.916243
1381	12.91610364
1382	12.91599628
1383	12.91583318
1384	12.91570723
1385	12.91557148
1386	12.91544605
1387	12.91534539
1388	12.9151766
1389	12.91497684
1390	12.91486069
1391	12.91474403
1392	12.91461756
1393	12.91443843
1394	12.91434551
1395	12.91422317
1396	12.91401409
1397	12.91386697
1398	12.91372551
1399	12.91359645
1400	12.91341834
1401	12.91329289
1402	12.91313905
1403	12.91300068
1404	12.91280914
1405	12.91264651
1406	12.9125097
1407	12.9123894
1408	12.91227736
1409	12.91215861
1410	12.91202489
1411	12.91195054
1412	12.91170683
1413	12.91152818
1414	12.91132474
1415	12.91120908
1416	12.91111253
1417	12.91098395
1418	12.91080374
1419	12.91063334
1420	12.91042318
1421	12.91019649
1422	12.91011077
1423	12.90997495
1424	12.90979008
1425	12.90968422
1426	12.90959178
1427	12.90947146
1428	12.9093532
1429	12.90926489
1430	12.90907123
1431	12.90892456
1432	12.90880216
1433	12.90865704
1434	12.90857906
1435	12.90842051
1436	12.90829139
1437	12.90813439
1438	12.90793451
1439	12.9078152
1440	12.90761067
1441	12.90751667
1442	12.90742164
1443	12.90729355
1444	12.90718095
1445	12.90700895
1446	12.90681525
1447	12.90668302
1448	12.90653633
1449	12.90630544
1450	12.90608074
1451	12.90595057
1452	12.90575789
1453	12.90566491
1454	12.90558432
1455	12.90538957
1456	12.90524493
1457	12.90510907
1458	12.90500936
1459	12.90488331
1460	12.90472782
1461	12.9046152
1462	12.90448243
1463	12.90433829
1464	12.90422618
1465	12.90413009
1466	12.90398698
1467	12.90385834
1468	12.90368268
1469	12.90355403
1470	12.9033763
1471	12.90324094
1472	12.90314535
1473	12.90303014
1474	12.90292783
1475	12.90279505
1476	12.90266329
1477	12.9025212
1478	12.90237756
1479	12.90224528
1480	12.90210732
1481	12.90202155
1482	12.9018593
1483	12.90171875
1484	12.9016247
1485	12.90146658
1486	12.90127694
1487	12.90114465
1488	12.90102063
1489	12.9008532
1490	12.90076018
1491	12.90055348
1492	12.90038346
1493	12.90028992
1494	12.90015917
1495	12.90004031
1496	12.89992972
1497	12.89976692
1498	12.89963514
1499	12.89946149
