iter	Passed	Remaining
1688	7169	1320
1689	7173	1315
1690	7178	1311
1691	7182	1307
1692	7186	1303
1693	7190	1298
1694	7194	1294
1695	7199	1290
1696	7203	1286
1697	7207	1281
1698	7211	1277
1699	7216	1273
1700	7221	1269
1701	7226	1265
1702	7230	1261
1703	7235	1256
1704	7239	1252
1705	7244	1248
1706	7248	1244
1707	7252	1239
1708	7257	1235
1709	7261	1231
1710	7266	1227
1711	7270	1223
1712	7274	1218
1713	7279	1214
1714	7284	1210
1715	7288	1206
1716	7293	1202
1717	7298	1197
1718	7302	1193
1719	7306	1189
1720	7312	1185
1721	7317	1181
1722	7321	1177
1723	7325	1172
1724	7330	1168
1725	7334	1164
1726	7338	1160
1727	7343	1155
1728	7347	1151
1729	7352	1147
1730	7357	1143
1731	7361	1139
1732	7365	1134
1733	7370	1130
1734	7375	1126
1735	7379	1122
1736	7384	1118
1737	7389	1113
1738	7393	1109
1739	7398	1105
1740	7402	1101
1741	7406	1096
1742	7411	1092
1743	7416	1088
1744	7420	1084
1745	7425	1080
1746	7429	1075
1747	7434	1071
1748	7438	1067
1749	7443	1063
1750	7448	1059
1751	7453	1055
1752	7457	1050
1753	7461	1046
1754	7466	1042
1755	7470	1037
1756	7474	1033
1757	7479	1029
1758	7483	1025
1759	7487	1021
1760	7492	1016
1761	7499	1012
1762	7503	1008
1763	7509	1004
1764	7514	1000
1765	7520	996
1766	7527	992
1767	7532	988
1768	7539	984
1769	7544	980
1770	7549	976
1771	7554	972
1772	7559	967
1773	7565	963
1774	7570	959
1775	7575	955
1776	7579	951
1777	7584	947
1778	7588	942
1779	7593	938
1780	7599	934
1781	7604	930
1782	7608	925
1783	7612	921
1784	7616	917
1785	7620	913
1786	7625	908
1787	7629	904
1788	7634	900
1789	7639	896
1790	7644	892
1791	7649	887
1792	7653	883
1793	7658	879
1794	7663	875
1795	7667	870
1796	7671	866
1797	7675	862
1798	7680	858
1799	7684	853
1800	7688	849
1801	7692	845
1802	7696	840
1803	7700	836
1804	7704	832
1805	7708	828
1806	7712	823
1807	7717	819
1808	7722	815
1809	7726	811
1810	7730	806
1811	7734	802
1812	7738	798
1813	7742	793
1814	7746	789
1815	7750	785
1816	7754	781
1817	7758	776
1818	7762	772
1819	7766	768
1820	7770	763
1821	7774	759
1822	7778	755
1823	7782	750
1824	7786	746
1825	7790	742
1826	7794	738
1827	7798	733
1828	7802	729
1829	7806	725
1830	7810	720
1831	7814	716
1832	7818	712
1833	7823	708
1834	7827	703
1835	7832	699
1836	7836	695
1837	7840	691
1838	7845	686
1839	7849	682
1840	7853	678
1841	7857	673
1842	7861	669
1843	7865	665
1844	7869	661
1845	7874	656
1846	7878	652
1847	7882	648
1848	7887	644
1849	7891	639
1850	7895	635
1851	7900	631
1852	7905	627
1853	7910	622
1854	7915	618
1855	7920	614
1856	7925	610
1857	7929	606
1858	7934	601
1859	7938	597
1860	7942	593
1861	7946	588
1862	7950	584
1863	7954	580
1864	7958	576
1865	7962	571
1866	7966	567
1867	7970	563
1868	7974	558
1869	7978	554
1870	7982	550
1871	7986	546
1872	7990	541
1873	7994	537
1874	7998	533
1875	8002	528
1876	8006	524
1877	8010	520
1878	8014	516
1879	8018	511
1880	8023	507
1881	8028	503
1882	8032	499
1883	8037	494
1884	8041	490
1885	8044	486
1886	8048	481
1887	8053	477
1888	8056	473
1889	8060	469
1890	8065	464
1891	8069	460
1892	8074	456
1893	8078	452
1894	8082	447
1895	8086	443
1896	8090	439
1897	8094	434
1898	8098	430
1899	8102	426
1900	8106	422
1901	8110	417
1902	8114	413
1903	8118	409
1904	8123	405
1905	8128	400
1906	8132	396
1907	8136	392
1908	8140	388
1909	8144	383
1910	8148	379
1911	8153	375
1912	8157	371
1913	8162	366
1914	8166	362
1915	8170	358
1916	8174	353
1917	8178	349
1918	8182	345
1919	8186	341
1920	8191	336
1921	8195	332
1922	8199	328
1923	8203	324
1924	8207	319
1925	8212	315
1926	8216	311
1927	8220	306
1928	8224	302
1929	8229	298
1930	8233	294
1931	8239	290
1932	8243	285
1933	8247	281
1934	8252	277
1935	8256	272
1936	8261	268
1937	8265	264
1938	8270	260
1939	8274	255
1940	8279	251
1941	8283	247
1942	8288	243
1943	8292	238
1944	8296	234
1945	8301	230
1946	8305	226
1947	8309	221
1948	8314	217
1949	8319	213
1950	8323	209
1951	8327	204
1952	8332	200
1953	8336	196
1954	8340	191
1955	8345	187
1956	8349	183
1957	8353	179
1958	8358	174
1959	8362	170
1960	8366	166
1961	8371	162
1962	8375	157
1963	8380	153
1964	8384	149
1965	8389	145
1966	8394	140
1967	8399	136
1968	8404	132
1969	8408	128
1970	8412	123
1971	8417	119
1972	8422	115
1973	8427	110
1974	8431	106
1975	8435	102
1976	8440	98
1977	8444	93
1978	8449	89
1979	8453	85
1980	8458	81
1981	8462	76
1982	8467	72
1983	8472	68
1984	8476	64
1985	8480	59
1986	8485	55
1987	8490	51
1988	8494	46
1989	8499	42
1990	8503	38
1991	8508	34
1992	8512	29
1993	8517	25
1994	8522	21
1995	8526	17
1996	8531	12
1997	8535	8
1998	8540	4
1999	8544	0
